municipality,,coordinates,,iata_code,iso_country,,name,,icao_code
Thompson,,"-97.86419677734375, 55.80110168457031",,YTH,CA,,Thompson Airport,,CYTH
Big Trout Lake,,"-89.89689636230469, 53.81779861450195",,YTL,CA,,Big Trout Lake Airport,,CYTL
Tasiujaq,,"-69.95580291748047, 58.66780090332031",,YTQ,CA,,Tasiujaq Airport,,CYTQ
Trenton,,"-77.5280990600586, 44.118900299072266",,YTR,CA,,CFB Trenton,,CYTR
Timmins,,"-81.376701355, 48.569698333699996",,YTS,CA,,Timmins/Victor M. Power,,CYTS
Toronto,,"-79.396202, 43.627499",,YTZ,CA,,Billy Bishop Toronto City Centre Airport,,CYTZ
Tuktoyaktuk,,"-133.0260009765625, 69.43329620361328",,YUB,CA,,Tuktoyaktuk Airport,,CYUB
Montr����al,,"-73.7407989502, 45.4706001282",,YUL,CA,,Montreal / Pierre Elliott Trudeau International Airport,,CYUL
Repulse Bay,,"-86.224701, 66.5214",,YUT,CA,,Naujaat Airport,,CYUT
Hall Beach,,"-81.2425, 68.77610015869999",,YUX,CA,,Hall Beach Airport,,CYUX
Rouyn-Noranda,,"-78.83560180664062, 48.20610046386719",,YUY,CA,,Rouyn Noranda Airport,,CYUY
Bonaventure,,"-65.46029663085938, 48.07109832763672",,YVB,CA,,Bonaventure Airport,,CYVB
La Ronge,,"-105.262001038, 55.151401519800004",,YVC,CA,,La Ronge Airport,,CYVC
Vernon,,"-119.33100128173828, 50.24810028076172",,YVE,CA,,Vernon Airport,,CYVK
Qikiqtarjuaq,,"-64.03140258789999, 67.5457992554",,YVM,CA,,Qikiqtarjuaq Airport,,CYVM
Val-d'Or,,"-77.7827987671, 48.0532989502",,YVO,CA,,Val-d'Or Airport,,CYVO
Kuujjuaq,,"-68.4269027709961, 58.096099853515625",,YVP,CA,,Kuujjuaq Airport,,CYVP
Norman Wells,,"-126.7979965209961, 65.28160095214844",,YVQ,CA,,Norman Wells Airport,,CYVQ
Vancouver,,"-123.183998108, 49.193901062",,YVR,CA,,Vancouver International Airport,,CYVR
Wiarton,,"-81.107201, 44.7458",,YVV,CA,,Wiarton Airport,,CYVV
Deer Lake,,"-94.0614013671875, 52.655799865722656",,YVZ,CA,,Deer Lake Airport,,CYVZ
Petawawa,,"-77.31919860839844, 45.95220184326172",,YWA,CA,,Petawawa Airport,,CYWA
Winnipeg,,"-97.2398986816, 49.909999847399995",,YWG,CA,,Winnipeg / James Armstrong Richardson International Airport,,CYWG
D����line,,"-123.43599700927734, 65.21109771728516",,YWJ,CA,,D����line Airport,,CYWJ
Wabush,,"-66.8644027709961, 52.92190170288086",,YWK,CA,,Wabush Airport,,CYWK
Williams Lake,,"-122.054000854, 52.1831016541",,YWL,CA,,Williams Lake Airport,,CYWL
Webequie,,"-87.3748683929, 52.9593933975",,YWP,CA,,Webequie Airport,,CYWP
Wrigley,,"-123.43699645996094, 63.20940017700195",,YWY,CA,,Wrigley Airport,,CYWY
Cranbrook,,"-115.78199768066, 49.610801696777",,YXC,CA,,Cranbrook/Canadian Rockies International Airport,,CYXC
Saskatoon,,"-106.69999694824219, 52.170799255371094",,YXE,CA,,Saskatoon John G. Diefenbaker International Airport,,CYXE
Medicine Hat,,"-110.72100067138672, 50.01890182495117",,YXH,CA,,Medicine Hat Airport,,CYXH
Fort St.John,,"-120.739998, 56.238098",,YXJ,CA,,Fort St John Airport,,CYXJ
Rimouski,,"-68.49690246582031, 48.47809982299805",,YXK,CA,,Rimouski Airport,,CYXK
Sioux Lookout,,"-91.9052963256836, 50.11389923095703",,YXL,CA,,Sioux Lookout Airport,,CYXL
Whale Cove,,"-92.59809875490001, 62.24000167849999",,YXN,CA,,Whale Cove Airport,,CYXN
Pangnirtung,,"-65.71360015869999, 66.1449966431",,YXP,CA,,Pangnirtung Airport,,CYXP
Beaver Creek,,"-140.86700439453125, 62.410301208496094",,YXQ,CA,,Beaver Creek Airport,,CYXQ
Earlton,,"-79.8473453522, 47.697400654599996",,YXR,CA,,Earlton (Timiskaming Regional) Airport,,CYXR
Prince George,,"-122.679000854, 53.8894004822",,YXS,CA,,Prince George Airport,,CYXS
Terrace,,"-128.576009, 54.468498",,YXT,CA,,Northwest Regional Airport Terrace-Kitimat,,CYXT
London,,"-81.1539, 43.035599",,YXU,CA,,London Airport,,CYXU
Abbotsford,,"-122.36100006103516, 49.025299072265625",,YXX,CA,,Abbotsford Airport,,CYXX
Whitehorse,,"-135.067001343, 60.7095985413",,YXY,CA,,Whitehorse / Erik Nielsen International Airport,,CYXY
Wawa,,"-84.78669738769531, 47.96670150756836",,YXZ,CA,,Wawa Airport,,CYXZ
North Bay,,"-79.422798, 46.363602",,YYB,CA,,North Bay Jack Garland Airport,,CYYB
Calgary,,"-114.019996643, 51.113899231",,YYC,CA,,Calgary International Airport,,CYYC
Smithers,,"-127.18299865722656, 54.82469940185547",,YYD,CA,,Smithers Airport,,CYYD
Fort Nelson,,"-122.597000122, 58.8363990784",,YYE,CA,,Fort Nelson Airport,,CYYE
Penticton,,"-119.60199737548828, 49.46310043334961",,YYF,CA,,Penticton Airport,,CYYF
Charlottetown,,"-63.12110137939453, 46.290000915527344",,YYG,CA,,Charlottetown Airport,,CYYG
Taloyoak,,"-93.576698, 69.5467",,YYH,CA,,Taloyoak Airport,,CYYH
Victoria,,"-123.426002502, 48.646900177",,YYJ,CA,,Victoria International Airport,,CYYJ
Lynn Lake,,"-101.07599639892578, 56.86389923095703",,YYL,CA,,Lynn Lake Airport,,CYYL
Swift Current,,"-107.691001892, 50.291900634799994",,YYN,CA,,Swift Current Airport,,CYYN
Churchill,,"-94.06500244140625, 58.739200592041016",,YYQ,CA,,Churchill Airport,,CYYQ
Goose Bay,,"-60.4258003235, 53.3191986084",,YYR,CA,,Goose Bay Airport,,CYYR
St. John's,,"-52.7518997192, 47.618598938",,YYT,CA,,St. John's International Airport,,CYYT
Kapuskasing,,"-82.46749877929688, 49.41389846801758",,YYU,CA,,Kapuskasing Airport,,CYYU
Armstrong,,"-88.90969848632812, 50.29029846191406",,YYW,CA,,Armstrong Airport,,CYYW
Mont-Joli,,"-68.20809936523438, 48.60860061645508",,YYY,CA,,Mont Joli Airport,,CYYY
Toronto,,"-79.63059997559999, 43.6772003174",,YYZ,CA,,Lester B. Pearson International Airport,,CYYZ
Gore Bay,,"-82.56780242919922, 45.88529968261719",,YZE,CA,,Gore Bay Manitoulin Airport,,CYZE
Yellowknife,,"-114.44000244140625, 62.462799072265625",,YZF,CA,,Yellowknife Airport,,CYZF
Salluit,,"-75.66719818115234, 62.17940139770508",,YZG,CA,,Salluit Airport,,CYZG
Slave Lake,,"-114.777000427, 55.2930984497",,YZH,CA,,Slave Lake Airport,,CYZH
Sandspit,,"-131.813995361, 53.25429916379999",,YZP,CA,,Sandspit Airport,,CYZP
Sarnia,,"-82.30889892578125, 42.9994010925293",,YZR,CA,,Chris Hadfield Airport,,CYZR
Coral Harbour,,"-83.3593978882, 64.1932983398",,YZS,CA,,Coral Harbour Airport,,CYZS
Port Hardy,,"-127.36699676513672, 50.680599212646484",,YZT,CA,,Port Hardy Airport,,CYZT
Whitecourt,,"-115.78700256347656, 54.14390182495117",,YZU,CA,,Whitecourt Airport,,CYZU
Sept-����les,,"-66.2656021118164, 50.22330093383789",,YZV,CA,,Sept-����les Airport,,CYZV
Teslin,,"-132.7429962158203, 60.17279815673828",,YZW,CA,,Teslin Airport,,CYZW
Greenwood,,"-64.91690063476562, 44.98440170288086",,YZX,CA,,CFB Greenwood,,CYZX
York Landing,,"-96.08920288085938, 56.08940124511719",,ZAC,CA,,York Landing Airport,,CZAC
Salmon Arm,,"-119.228996, 50.682802",,YSN,CA,,Shuswap Regional Airport,,CZAM
Vancouver,,"-123.012001, 49.0742",,YDT,CA,,Boundary Bay Airport,,CZBB
Ilford,,"-95.613899231, 56.0614013672",,ILF,CA,,Ilford Airport,,CZBD
Bathurst,,"-65.738899231, 47.629699707",,ZBF,CA,,Bathurst Airport,,CZBF
Bromont,,"-72.74140167239999, 45.2907981873",,ZBM,CA,,Bromont (Roland Desourdy) Airport,,CZBM
Kelsey,,"-96.50969696039999, 56.0374984741",,KES,CA,,Kelsey Airport,,CZEE
Eastmain River,,"-78.52249908447266, 52.22639846801758",,ZEM,CA,,Eastmain River Airport,,CZEM
Faro,,"-133.37600708007812, 62.20750045776367",,ZFA,CA,,Faro Airport,,CZFA
Fond-Du-Lac,,"-107.18199920654297, 59.33440017700195",,ZFD,CA,,Fond-Du-Lac Airport,,CZFD
Pukatawagan,,"-101.26599884, 55.7491989136",,XPK,CA,,Pukatawagan Airport,,CZFG
Fort Mcpherson,,"-134.86099243164062, 67.40750122070312",,ZFM,CA,,Fort Mcpherson Airport,,CZFM
Tulita,,"-125.572998, 64.909697",,ZFN,CA,,Tulita Airport,,CZFN
Grand Forks,,"-118.43099975585938, 49.01559829711914",,ZGF,CA,,Grand Forks Airport,,CZGF
Gods River,,"-94.07859802246094, 54.839698791503906",,ZGI,CA,,Gods River Airport,,CZGI
Little Grand Rapids,,"-95.4657974243164, 52.04560089111328",,ZGR,CA,,Little Grand Rapids Airport,,CZGR
Jenpeg,,"-98.04609680175781, 54.51890182495117",,ZJG,CA,,Jenpeg Airport,,CZJG
Swan River,,"-101.23600006103516, 52.120601654052734",,ZJN,CA,,Swan River Airport,,CZJN
Kashechewan,,"-81.67780303955078, 52.282501220703125",,ZKE,CA,,Kashechewan Airport,,CZKE
Thicket Portage,,"-97.70780181884766, 55.31890106201172",,YTD,CA,,Thicket Portage Airport,,CZLQ
Muskrat Dam,,"-91.76280212402344, 53.44139862060547",,MSA,CA,,Muskrat Dam Airport,,CZMD
Pikwitonei,,"-97.16419982910156, 55.58890151977539",,PIW,CA,,Pikwitonei Airport,,CZMN
Masset,,"-132.125, 54.02750015258789",,ZMT,CA,,Masset Airport,,CZMT
Poplar River,,"-97.2741937637, 52.9965258788",,XPP,CA,,Poplar River Airport,,CZNG
Sachigo Lake,,"-92.19640350341797, 53.8911018371582",,ZPB,CA,,Sachigo Lake Airport,,CZPB
Pincher Creek,,"-113.997001648, 49.520599365200006",,WPC,CA,,Pincher Creek Airport,,CZPC
Round Lake,,"-91.31279754638672, 52.943599700927734",,ZRJ,CA,,Round Lake (Weagamow Lake) Airport,,CZRJ
Sandy Lake,,"-93.34439849853516, 53.06420135498047",,ZSJ,CA,,Sandy Lake Airport,,CZSJ
South Indian Lake,,"-98.9072036743, 56.7928009033",,XSI,CA,,South Indian Lake Airport,,CZSN
Stewart,,"-129.982434511, 55.935410448",,ZST,CA,,Stewart Airport,,CZST
Shamattawa,,"-92.0813980102539, 55.8656005859375",,ZTM,CA,,Shamattawa Airport,,CZTM
Ignace,,"-91.7177963256836, 49.4296989440918",,ZUC,CA,,Ignace Municipal Airport,,CZUC
Lac Brochet,,"-101.46900177, 58.6175003052",,XLB,CA,,Lac Brochet Airport,,CZWH
Wollaston Lake,,"-103.1719970703125, 58.10689926147461",,ZWL,CA,,Wollaston Lake Airport,,CZWL
B����ja����a,,"5.0699200630200005, 36.7120018005",,BJA,DZ,,Soummam Airport,,DAAE
Algiers,,"3.215409994125366, 36.691001892089844",,ALG,DZ,,Houari Boumediene Airport,,DAAG
Djanet,,"9.45244, 24.292801",,DJG,DZ,,Djanet Inedbirene Airport,,DAAJ
Illizi,,"8.62265014648, 26.7234992981",,VVZ,DZ,,Illizi Takhamalt Airport,,DAAP
S����tif,,"5.3244900703399995, 36.178100585900005",,QSF,DZ,,Ain Arnat Airport,,DAAS
Tamanrasset,,"5.45107984543, 22.8115005493",,TMR,DZ,,Aguenar ������ Hadj Bey Akhamok Airport,,DAAT
Jijel,,"5.87361001968, 36.7951011658",,GJL,DZ,,Jijel Ferhat Abbas Airport,,DAAV
Mecheria,,"-0.242353007197, 33.535900116",,MZW,DZ,,Mecheria Airport,,DAAY
Annaba,,"7.809174, 36.822201",,AAE,DZ,,Rabah Bitat Airport,,DABB
Constantine,,"6.620389938354492, 36.2760009765625",,CZL,DZ,,Mohamed Boudiaf International Airport,,DABC
T����bessi,,"8.12071990967, 35.4315986633",,TEE,DZ,,Cheikh Larbi T����bessi Airport,,DABS
Batna,,"6.308589935300001, 35.752101898199996",,BLJ,DZ,,Batna Airport,,DABT
Tiaret,,"1.46315002441, 35.3410987854",,TID,DZ,,Bou Chekif Airport,,DAOB
Tindouf,,"-8.167099952700001, 27.7003993988",,TIN,DZ,,Tindouf Airport,,DAOF
Tlemcen,,"-1.45000004768, 35.0167007446",,TLM,DZ,,Zenata ������ Messali El Hadj Airport,,DAON
Oran,,"-0.6211829781529999, 35.6239013672",,ORN,DZ,,Es Senia Airport,,DAOO
B����char,,"-2.269860029220581, 31.645700454711914",,CBH,DZ,,B����char Boudghene Ben Ali Lotfi Airport,,DAOR
Biskra,,"5.73823022842, 34.793300628699996",,BSK,DZ,,Biskra Airport,,DAUB
Gharda����a,,"3.794110059738159, 32.38410186767578",,GHA,DZ,,Noum����rat - Moufdi Zakaria Airport,,DAUG
Hassi Messaoud,,"6.140439987180001, 31.673000335699996",,HME,DZ,,Oued Irara Airport,,DAUH
In Salah,,"2.51202011108, 27.250999450699997",,INZ,DZ,,In Salah Airport,,DAUI
Touggourt,,"6.088669776916504, 33.06779861450195",,TGR,DZ,,Touggourt Sidi Madhi Airport,,DAUK
Laghouat,,"2.92833995819, 33.764400482199996",,LOO,DZ,,Laghouat Airport,,DAUL
Guemar,,"6.77679014206, 33.5113983154",,ELU,DZ,,Guemar Airport,,DAUO
Timimoun,,"0.276033014059, 29.2371006012",,TMX,DZ,,Timimoun Airport,,DAUT
Ouargla,,"5.412779808044434, 31.917200088500977",,OGX,DZ,,Ain el Beida Airport,,DAUU
Am����nas,,"9.64291, 28.0515",,IAM,DZ,,In Am����nas Airport,,DAUZ
Cotonou,,"2.384350061416626, 6.357230186462402",,COO,BJ,,Cadjehoun Airport,,DBBB
Baicheng,,"123.019722, 45.505278",,DBC,CN,,Baicheng Chang'an Airport,,ZYBA
Ouagadougou,,"-1.51242, 12.3532",,OUA,BF,,Ouagadougou Airport,,DFFD
Bobo Dioulasso,,"-4.33096981048584, 11.160099983215332",,BOY,BF,,Bobo Dioulasso Airport,,DFOO
Accra,,"-0.16678600013256073, 5.605189800262451",,ACC,GH,,Kotoka International Airport,,DGAA
Tamale,,"-0.8632140159606934, 9.55718994140625",,TML,GH,,Tamale Airport,,DGLE
Kumasi,,"-1.5908199548721313, 6.714560031890869",,KMS,GH,,Kumasi Airport,,DGSI
Sunyani,,"-2.3287599086761475, 7.361830234527588",,NYI,GH,,Sunyani Airport,,DGSN
Sekondi-Takoradi,,"-1.7747600078582764, 4.896059989929199",,TKD,GH,,Takoradi Airport,,DGTK
Abidjan,,"-3.9262900352478027, 5.261390209197998",,ABJ,CI,,Port Bouet Airport,,DIAP
Korhogo,,"-5.55666017532, 9.38718032837",,HGO,CI,,Korhogo Airport,,DIKO
Yamoussoukro,,"-5.36558008194, 6.9031701088",,ASK,CI,,Yamoussoukro Airport,,DIYO
Abuja,,"7.263169765472412, 9.006790161132812",,ABV,NG,,Nnamdi Azikiwe International Airport,,DNAA
Uyo,,"8.093, 4.8725",,QUO,NG,,Akwa Ibom International Airport,,DNAI
Akure,,"5.3010101318359375, 7.246739864349365",,AKR,NG,,Akure Airport,,DNAK
Asaba,,"6.665278, 6.204167",,ABB,NG,,Asaba International Airport,,DNAS
Bauchi,,"9.744, 10.482833",,BCU,NG,,Sir Abubakar Tafawa Balewa International Airport,,DNBC
Benin,,"5.5995001792907715, 6.316979885101318",,BNI,NG,,Benin Airport,,DNBE
Calabar,,"8.347200393676758, 4.976019859313965",,CBQ,NG,,Margaret Ekpo International Airport,,DNCA
Enegu,,"7.561960220336914, 6.474269866943359",,ENU,NG,,Akanu Ibiam International Airport,,DNEN
Ibadan,,"3.97832989692688, 7.362460136413574",,IBA,NG,,Ibadan Airport,,DNIB
Ilorin,,"4.493919849395752, 8.440210342407227",,ILR,NG,,Ilorin International Airport,,DNIL
Owerri,,"7.206029891967773, 5.427060127258301",,QOW,NG,,Sam Mbakwe International Airport,,DNIM
Jos,,"8.869050025939941, 9.639829635620117",,JOS,NG,,Yakubu Gowon Airport,,DNJO
Kaduna,,"7.320109844207764, 10.696000099182129",,KAD,NG,,Kaduna Airport,,DNKA
Kano,,"8.52462, 12.0476",,KAN,NG,,Mallam Aminu International Airport,,DNKN
Maiduguri,,"13.080900192260742, 11.855299949645996",,MIU,NG,,Maiduguri International Airport,,DNMA
Makurdi,,"8.61394, 7.70388",,MDI,NG,,Makurdi Airport,,DNMK
Lagos,,"3.321160078048706, 6.5773701667785645",,LOS,NG,,Murtala Muhammed International Airport,,DNMM
Minna,,"6.462259769439697, 9.652170181274414",,MXJ,NG,,Minna Airport,,DNMN
Port Harcourt,,"6.94959020614624, 5.0154900550842285",,PHC,NG,,Port Harcourt International Airport,,DNPO
Sokoto,,"5.207190036773682, 12.916299819946289",,SKO,NG,,Sadiq Abubakar III International Airport,,DNSO
Yola,,"12.430399894714355, 9.257550239562988",,YOL,NG,,Yola Airport,,DNYO
Zaria,,"7.68581, 11.1302",,ZAR,NG,,Zaria Airport,,DNZA
Maradi,,"7.1267499923706055, 13.5024995803833",,MFQ,NE,,Maradi Airport,,DRRM
Niamey,,"2.18361, 13.4815",,NIM,NE,,Diori Hamani International Airport,,DRRN
Tahoua,,"5.265359878540039, 14.875699996948242",,THZ,NE,,Tahoua Airport,,DRRT
Agadez,,"8.000109672546387, 16.965999603271484",,AJY,NE,,Mano Dayak International Airport,,DRZA
Zinder,,"8.983759880065918, 13.779000282287598",,ZND,NE,,Zinder Airport,,DRZR
Tabarka,,"8.87693977355957, 36.97999954223633",,TBJ,TN,,Tabarka 7 Novembre Airport,,DTKA
Monastir,,"10.75469970703125, 35.75809860229492",,MIR,TN,,Monastir Habib Bourguiba International Airport,,DTMB
Tunis,,"10.22719955444336, 36.85100173950195",,TUN,TN,,Tunis Carthage International Airport,,DTTA
Gafsa,,"8.822500228881836, 34.422000885009766",,GAF,TN,,Gafsa Ksar International Airport,,DTTF
Gab����s,,"10.103300094604492, 33.87689971923828",,GAE,TN,,Gab����s Matmata International Airport,,DTTG
Djerba,,"10.775500297546387, 33.875",,DJE,TN,,Djerba Zarzis International Airport,,DTTJ
El Borma,,"9.254619598388672, 31.704299926757812",,EBM,TN,,El Borma Airport,,DTTR
Sfax,,"10.690999984741211, 34.71799850463867",,SFA,TN,,Sfax Thyna International Airport,,DTTX
Tozeur,,"8.110560417175293, 33.939701080322266",,TOE,TN,,Tozeur Nefta International Airport,,DTTZ
Niamtougou,,"1.091249942779541, 9.767330169677734",,LRL,TG,,Niamtougou International Airport,,DXNG
Lom����,,"1.2545100450515747, 6.165609836578369",,LFW,TG,,Lom����-Tokoin Airport,,DXXX
Antwerp,,"4.46027994156, 51.1893997192",,ANR,BE,,Antwerp International Airport (Deurne),,EBAW
Brussels,,"4.48443984985, 50.901401519800004",,BRU,BE,,Brussels Airport,,EBBR
Brussels,,"4.45382, 50.459202",,CRL,BE,,Brussels South Charleroi Airport,,EBCI
Wevelgem,,"3.20472002029, 50.817199707",,KJK,BE,,Wevelgem Airport,,EBKT
Li����ge,,"5.443220138549805, 50.63740158081055",,LGG,BE,,Li����ge Airport,,EBLG
Ostend,,"2.8622200489, 51.198898315399994",,OST,BE,,Ostend-Bruges International Airport,,EBOS
Altenburg,,"12.506389, 50.981945",,AOC,DE,,Altenburg-Nobitz Airport,,EDAC
Heringsdorf,,"14.152299881, 53.8787002563",,HDF,DE,,Heringsdorf Airport,,EDAH
Magdeburg,,"11.626389, 52.073612",,ZMG,DE,,"Magdeburg ""City"" Airport",,EDBM
Neubrandenburg,,"13.306, 53.6022",,FNB,DE,,Neubrandenburg Airport,,EDBN
Berlin,,"13.5225, 52.380001",,SXF,DE,,Berlin-Sch����nefeld Airport,,EDDB
Dresden,,"13.767200469970703, 51.1328010559082",,DRS,DE,,Dresden Airport,,EDDC
Erfurt,,"10.958100318908691, 50.979801177978516",,ERF,DE,,Erfurt Airport,,EDDE
Frankfurt am Main,,"8.570556, 50.033333",,FRA,DE,,Frankfurt am Main Airport,,EDDF
M����nster,,"7.68483018875, 52.134601593",,FMO,DE,,M����nster Osnabr����ck Airport,,EDDG
Hamburg,,"9.9882297515869, 53.630401611328",,HAM,DE,,Hamburg Airport,,EDDH
Cologne,,"7.1427397728, 50.8658981323",,CGN,DE,,Cologne Bonn Airport,,EDDK
D����sseldorf,,"6.76678, 51.289501",,DUS,DE,,D����sseldorf Airport,,EDDL
Munich,,"11.7861, 48.353802",,MUC,DE,,Munich Airport,,EDDM
Nuremberg,,"11.078056, 49.498699",,NUE,DE,,Nuremberg Airport,,EDDN
Leipzig,,"12.236389, 51.423889",,LEJ,DE,,Leipzig/Halle Airport,,EDDP
Saarbr����cken,,"7.10950994492, 49.214599609400004",,SCN,DE,,Saarbr����cken Airport,,EDDR
Stuttgart,,"9.22196006775, 48.689899444599995",,STR,DE,,Stuttgart Airport,,EDDS
Berlin,,"13.2877, 52.5597",,TXL,DE,,Berlin-Tegel Airport,,EDDT
Hannover,,"9.685079574580001, 52.461101532",,HAJ,DE,,Hannover Airport,,EDDV
Bremen,,"8.78666973114, 53.0475006104",,BRE,DE,,Bremen Airport,,EDDW
Frankfurt am Main,,"7.26389, 49.9487",,HHN,DE,,Frankfurt-Hahn Airport,,EDFH
Mannheim,,"8.514167, 49.473057",,MHG,DE,,Mannheim-City Airport,,EDFM
Eisenach,,"10.47973, 50.991604",,EIB,DE,,Eisenach-Kindel Airport,,EDGE
Hamburg,,"9.835556030273438, 53.5352783203125",,XFW,DE,,Hamburg-Finkenwerder Airport,,EDHI
Kiel,,"10.145277976989746, 54.37944412231445",,KEL,DE,,Kiel-Holtenau Airport,,EDHK
L����beck,,"10.7192001343, 53.8054008484",,LBC,DE,,L����beck Blankensee Airport,,EDHL
Memmingen,,"10.2395000458, 47.988800048799995",,FMM,DE,,Memmingen Allgau Airport,,EDJA
M����nchengladbach,,"6.504444, 51.230278",,MGL,DE,,M����nchengladbach Airport,,EDLN
Paderborn,,"8.616319656369999, 51.614101409899995",,PAD,DE,,Paderborn Lippstadt Airport,,EDLP
Weeze,,"6.14216995239, 51.6024017334",,NRN,DE,,Weeze Airport,,EDLV
Dortmund,,"7.61223983765, 51.51829910279999",,DTM,DE,,Dortmund Airport,,EDLW
Augsburg,,"10.931667, 48.425278",,AGB,DE,,Augsburg Airport,,EDMA
Friedrichshafen,,"9.51148986816, 47.671298980699994",,FDH,DE,,Friedrichshafen Airport,,EDNY
Bayreuth,,"11.64, 49.985001",,BYU,DE,,Bayreuth Airport,,EDQD
Hof,,"11.856389045715332, 50.288612365722656",,HOQ,DE,,Hof-Plauen Airport,,EDQM
Baden-Baden,,"8.08049964905, 48.7793998718",,FKB,DE,,Karlsruhe Baden-Baden Airport,,EDSB
Donaueschingen,,"8.52222156525, 47.97333145139999",,ZQL,DE,,Donaueschingen-Villingen Airport,,EDTD
Braunschweig,,"10.5561, 52.319199",,BWE,DE,,Braunschweig-Wolfsburg Airport,,EDVE
Kassel,,"9.384967, 51.417273",,KSF,DE,,Kassel-Calden Airport,,EDVK
Westerland,,"8.34047031403, 54.9132003784",,GWT,DE,,Westerland Sylt Airport,,EDXW
K����rdla,,"22.830699920654297, 58.99079895019531",,KDL,EE,,K����rdla Airport,,EEKA
Kuressaare,,"22.50950050354004, 58.22990036010742",,URE,EE,,Kuressaare Airport,,EEKE
P����rnu,,"24.47279930114746, 58.41899871826172",,EPU,EE,,P����rnu Airport,,EEPU
Tallinn,,"24.832799911499997, 59.41329956049999",,TLL,EE,,Lennart Meri Tallinn Airport,,EETN
Tartu,,"26.690399169900004, 58.3074989319",,TAY,EE,,Tartu Airport,,EETU
Enontekio,,"23.424299240112, 68.362602233887",,ENF,FI,,Enontekio Airport,,EFET
Halli / Kuorevesi,,"24.786686, 61.856039",,KEV,FI,,Halli Airport,,EFHA
Helsinki,,"25.042800903320312, 60.254600524902344",,HEM,FI,,Helsinki Malmi Airport,,EFHF
Helsinki,,"24.963300704956, 60.317199707031",,HEL,FI,,Helsinki Vantaa Airport,,EFHK
Ivalo,,"27.405300140381, 68.607299804688",,IVL,FI,,Ivalo Airport,,EFIV
Joensuu / Liperi,,"29.607500076294, 62.662899017334",,JOE,FI,,Joensuu Airport,,EFJO
Jyv����skyl����n Maalaiskunta,,"25.678300857544, 62.399501800537",,JYV,FI,,Jyvaskyla Airport,,EFJY
Kauhava,,"23.051399, 63.127102",,KAU,FI,,Kauhava Airport,,EFKA
Kemi / Tornio,,"24.582099914551, 65.778701782227",,KEM,FI,,Kemi-Tornio Airport,,EFKE
Kajaani,,"27.692399978638, 64.285499572754",,KAJ,FI,,Kajaani Airport,,EFKI
Kokkola / Kruunupyy,,"23.143100738525, 63.721199035645",,KOK,FI,,Kokkola-Pietarsaari Airport,,EFKK
Kuusamo,,"29.239400863647, 65.987602233887",,KAO,FI,,Kuusamo Airport,,EFKS
Kittil����,,"24.846799850464, 67.700996398926",,KTT,FI,,Kittil���� Airport,,EFKT
Kuopio / Siilinj����rvi,,"27.797800064087, 63.007099151611",,KUO,FI,,Kuopio Airport,,EFKU
Lappeenranta,,"28.144743, 61.044601",,LPP,FI,,Lappeenranta Airport,,EFLP
Mikkeli,,"27.201799, 61.6866",,MIK,FI,,Mikkeli Airport,,EFMI
